Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009108,coenzyme biosynthetic process,19_GO:0008152 metabolic process,-2.4,2.1,3.1,27994,259,889,17,1.9,0.46,31|2618|3939|5163|5230|9390|9972|10762|11182|27304|27430|51341|51703|53354|54704|80025|197322,ACACA|GART|LDHA|PDK1|PGK1|SLC22A13|NUP153|NUP50|SLC2A6|MOCS3|MAT2B|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ACSF3,-0.82,100 uM
GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0002376 immune system process,-2.4,2.4,3.3,27994,155,889,12,1.3,0.39,3398|3717|5142|5291|6777|7422|10461|11143|29843|51341|55904|84529,ID2|JAK2|PDE4B|PIK3CB|STAT5B|VEGFA|MERTK|KAT7|SENP1|ZBTB7A|KMT2E|CDIN1,-0.82,100 uM
Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-2.4,2.4,3.3,27994,155,889,12,1.3,0.39,329|338|1147|1759|3725|5519|7187|7321|8411|8945|9252|23098,BIRC2|APOB|CHUK|DNM1|JUN|PPP2R1B|TRAF3|UBE2D1|EEA1|BTRC|RPS6KA5|SARM1,-0.82,100 uM
GO Biological Processes,19,GO:0043312,neutrophil degranulation,19_GO:0002376 immune system process,-2.4,1.7,3,27994,488,889,27,3,0.58,317|613|634|960|1729|1778|1992|2040|3482|5284|5329|5708|5787|6709|6793|8621|8876|9342|9761|10075|10576|11001|23197|23352|23593|79888|84766,APAF1|BCR|CEACAM1|CD44|DIAPH1|DYNC1H1|SERPINB1|STOM|IGF2R|PIGR|PLAUR|PSMD2|PTPRB|SPTAN1|STK10|CDK13|VNN1|SNAP29|MLEC|HUWE1|CCT2|SLC27A2|FAF2|UBR4|HEBP2|LPCAT1|CRACR2A,-0.82,100 uM
GO Biological Processes,19,GO:0046677,response to antibiotic,19_GO:0050896 response to stimulus,-2.4,1.9,3.1,27994,326,889,20,2.2,0.5,329|1147|1410|1571|2168|2395|3184|3248|3397|3716|3717|3725|3840|3939|5019|5076|5423|10628|11143|23367,BIRC2|CHUK|CRYAB|CYP2E1|FABP1|FXN|HNRNPD|HPGD|ID1|JAK1|JAK2|JUN|KPNA4|LDHA|OXCT1|PAX2|POLB|TXNIP|KAT7|LARP1,-0.82,100 uM
Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-2.4,1.6,2.9,27994,634,889,33,3.7,0.63,338|1523|1601|1759|1778|1861|2590|2885|3482|3831|6643|6709|6711|9342|9570|9648|9919|10109|10466|10717|11311|23163|23208|23216|24137|25839|51594|55330|55605|55763|81846|85021|137492,APOB|CUX1|DAB2|DNM1|DYNC1H1|TOR1A|GALNT2|GRB2|IGF2R|KLC1|SNX2|SPTAN1|SPTBN1|SNAP29|GOSR2|GCC2|SEC16A|ARPC2|COG5|AP4B1|VPS45|GGA3|SYT11|TBC1D1|KIF4A|COG4|NBAS|BLOC1S4|KIF21A|EXOC1|SBF2|REPS1|VPS37A,-0.82,100 uM
GO Biological Processes,19,GO:0006401,RNA catabolic process,19_GO:0008152 metabolic process,-2.4,1.8,3,27994,418,889,24,2.7,0.54,1655|1869|2521|3184|4670|5578|5700|5705|5708|6832|7431|9775|22803|23367|26523|27161|51594|54888|55181|55603|80349|166863|169966|196513,DDX5|E2F1|FUS|HNRNPD|HNRNPM|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|VIM|EIF4A3|XRN2|LARP1|AGO1|AGO2|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B,-0.82,100 uM
Canonical Pathways,11,M44,PID HIF2PATHWAY,,-2.4,4.6,3.8,27994,34,889,5,0.56,0.25,2395|5230|7422|10370|112399,FXN|PGK1|VEGFA|CITED2|EGLN3,-0.82,100 uM
GO Biological Processes,19,GO:0002756,MyD88-independent toll-like receptor signaling pathway,19_GO:0002376 immune system process,-2.4,4.6,3.8,27994,34,889,5,0.56,0.25,329|1147|7187|7321|23098,BIRC2|CHUK|TRAF3|UBE2D1|SARM1,-0.82,100 uM
KEGG Pathway,24,hsa04662,B cell receptor signaling pathway,,-2.4,3.1,3.4,27994,81,889,8,0.9,0.32,1147|2885|3725|4775|5291|5532|5579|118788,CHUK|GRB2|JUN|NFATC3|PIK3CB|PPP3CB|PRKCB|PIK3AP1,-0.82,100 uM
GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0008152 metabolic process,-2.4,1.7,3,27994,562,889,30,3.4,0.61,31|132|1503|2395|2618|3158|3939|4700|5142|5144|5163|5230|6095|7372|9061|9972|10201|10476|10762|11182|23597|27304|51341|51703|53354|54704|54928|80025|122622|197322,ACACA|ADK|CTPS1|FXN|GART|HMGCS2|LDHA|NDUFA6|PDE4B|PDE4D|PDK1|PGK1|RORA|UMPS|PAPSS1|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ACOT9|MOCS3|ZBTB7A|ACSL5|PANK1|PDP1|BPNT2|PANK2|ADSS1|ACSF3,-0.82,100 uM
GO Biological Processes,19,GO:0033157,regulation of intracellular protein transport,19_GO:0051179 localization,-2.4,2.1,3.1,27994,239,889,16,1.8,0.45,2040|3717|3936|5058|6653|6830|9648|9919|10075|10541|29072|51024|54888|55486|55823|56947,STOM|JAK2|LCP1|PAK1|SORL1|SUPT6H|GCC2|SEC16A|HUWE1|ANP32B|SETD2|FIS1|NSUN2|PARL|VPS11|MFF,-0.82,100 uM
GO Biological Processes,19,GO:0006626,protein targeting to mitochondrion,19_GO:0071840 cellular component organization or biogenesis,-2.4,2.9,3.4,27994,99,889,9,1,0.34,10075|26515|26517|51024|55486|55823|56947|196294|100652748,HUWE1|TIMM10B|TIMM13|FIS1|PARL|VPS11|MFF|IMMP1L|TIMM23B,-0.82,100 uM
Reactome Gene Sets,6,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,,-2.4,2.9,3.4,27994,99,889,9,1,0.34,329|1147|3725|5519|7187|7321|8945|9252|23098,BIRC2|CHUK|JUN|PPP2R1B|TRAF3|UBE2D1|BTRC|RPS6KA5|SARM1,-0.82,100 uM
Reactome Gene Sets,6,R-HSA-166166,MyD88-independent TLR4 cascade ,,-2.4,2.9,3.4,27994,99,889,9,1,0.34,329|1147|3725|5519|7187|7321|8945|9252|23098,BIRC2|CHUK|JUN|PPP2R1B|TRAF3|UBE2D1|BTRC|RPS6KA5|SARM1,-0.82,100 uM
GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-2.4,1.9,3,27994,350,889,21,2.4,0.51,634|2165|2335|3046|3710|3717|5028|5291|5329|5567|5577|5578|5579|5592|7057|10461|11234|11311|51317|55330|406981,CEACAM1|F13B|FN1|HBE1|ITPR3|JAK2|P2RY1|PIK3CB|PLAUR|PRKACB|PRKAR2B|PRKCA|PRKCB|PRKG1|THBS1|MERTK|HPS5|VPS45|PHF21A|BLOC1S4|MIR19B2,-0.82,100 uM
GO Biological Processes,19,GO:0036294,cellular response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.4,2.2,3.1,27994,218,889,15,1.7,0.43,1869|2168|5105|5163|5230|5700|5705|5708|6095|7422|10370|27063|50809|51378|112399,E2F1|FABP1|PCK1|PDK1|PGK1|PSMC1|PSMC5|PSMD2|RORA|VEGFA|CITED2|ANKRD1|HP1BP3|ANGPT4|EGLN3,-0.82,100 uM
KEGG Pathway,24,hsa00920,Sulfur metabolism,,-2.4,8.6,4.6,27994,11,889,3,0.34,0.19,9061|54928|100131187,PAPSS1|BPNT2|TSTD1,-0.82,100 uM
GO Biological Processes,19,GO:0051561,positive regulation of mitochondrial calcium ion concentration,19_GO:0065007 biological regulation,-2.4,8.6,4.6,27994,11,889,3,0.34,0.19,51024|63933|221154,FIS1|MCUR1|MICU2,-0.82,100 uM
Reactome Gene Sets,6,R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,,-2.4,8.6,4.6,27994,11,889,3,0.34,0.19,37|3030|3032,ACADVL|HADHA|HADHB,-0.82,100 uM
GO Biological Processes,19,GO:0002283,neutrophil activation involved in immune response,19_GO:0002376 immune system process,-2.4,1.7,3,27994,491,889,27,3,0.58,317|613|634|960|1729|1778|1992|2040|3482|5284|5329|5708|5787|6709|6793|8621|8876|9342|9761|10075|10576|11001|23197|23352|23593|79888|84766,APAF1|BCR|CEACAM1|CD44|DIAPH1|DYNC1H1|SERPINB1|STOM|IGF2R|PIGR|PLAUR|PSMD2|PTPRB|SPTAN1|STK10|CDK13|VNN1|SNAP29|MLEC|HUWE1|CCT2|SLC27A2|FAF2|UBR4|HEBP2|LPCAT1|CRACR2A,-0.81,100 uM
GO Biological Processes,19,GO:0071349,cellular response to interleukin-12,19_GO:0050896 response to stimulus,-2.4,3.9,3.6,27994,49,889,6,0.67,0.27,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.81,100 uM
GO Biological Processes,19,GO:0006661,phosphatidylinositol biosynthetic process,19_GO:0008152 metabolic process,-2.4,2.7,3.3,27994,118,889,10,1.1,0.35,5291|5298|5305|8897|9487|9488|9896|66036|128869|284098,PIK3CB|PI4KB|PIP4K2A|MTMR3|PIGL|PIGB|FIG4|MTMR9|PIGU|PIGW,-0.81,100 uM
GO Biological Processes,19,GO:0006605,protein targeting,19_GO:0051179 localization,-2.4,1.8,3,27994,444,889,25,2.8,0.55,51|2040|5058|6653|7321|7485|8943|9570|9590|9648|10075|10717|11001|26515|26517|51024|55486|55625|55823|56947|57154|64089|137492|196294|100652748,ACOX1|STOM|PAK1|SORL1|UBE2D1|GET1|AP3D1|GOSR2|AKAP12|GCC2|HUWE1|AP4B1|SLC27A2|TIMM10B|TIMM13|FIS1|PARL|ZDHHC7|VPS11|MFF|SMURF1|SNX16|VPS37A|IMMP1L|TIMM23B,-0.81,100 uM
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-2.4,1.6,2.9,27994,687,889,35,3.9,0.65,317|323|1285|1493|1869|3248|3482|3717|3725|3939|5062|5291|5329|5519|7057|7072|7481|8648|8794|9590|10537|10541|10628|11124|27063|29843|51024|51065|51657|56947|79845|90441|90529|112399|406981,APAF1|APBB2|COL4A3|CTLA4|E2F1|HPGD|IGF2R|JAK2|JUN|LDHA|PAK2|PIK3CB|PLAUR|PPP2R1B|THBS1|TIA1|WNT11|NCOA1|TNFRSF10C|AKAP12|UBD|ANP32B|TXNIP|FAF1|ANKRD1|SENP1|FIS1|RPS27L|STYXL1|MFF|RNF122|ZNF622|STPG1|EGLN3|MIR19B2,-0.81,100 uM
GO Biological Processes,19,GO:1902652,secondary alcohol metabolic process,19_GO:0008152 metabolic process,-2.4,2.4,3.2,27994,157,889,12,1.3,0.39,31|37|337|338|1559|1581|1583|3158|8542|51302|158219|407032,ACACA|ACADVL|APOA4|APOB|CYP2C9|CYP7A1|CYP11A1|HMGCS2|APOL1|CYP39A1|TTC39B|MIR30C2,-0.81,100 uM
KEGG Pathway,24,ko05211,Renal cell carcinoma,,-2.3,3.4,3.5,27994,65,889,7,0.79,0.3,2885|3725|5058|5062|5291|7422|112399,GRB2|JUN|PAK1|PAK2|PIK3CB|VEGFA|EGLN3,-0.81,100 uM
KEGG Pathway,24,hsa05211,Renal cell carcinoma,,-2.3,3.1,3.4,27994,82,889,8,0.9,0.32,2885|3725|5058|5062|5291|7422|112399|128869,GRB2|JUN|PAK1|PAK2|PIK3CB|VEGFA|EGLN3|PIGU,-0.81,100 uM
GO Biological Processes,19,GO:0045861,negative regulation of proteolysis,19_GO:0048519 negative regulation of biological process,-2.3,1.8,3,27994,375,889,22,2.5,0.52,329|720|721|960|1285|1410|1992|2168|2719|5062|5076|5329|5607|6653|7057|7422|9529|26998|29843|58503|406981|647174,BIRC2|C4A|C4B|CD44|COL4A3|CRYAB|SERPINB1|FABP1|GPC3|PAK2|PAX2|PLAUR|MAP2K5|SORL1|THBS1|VEGFA|BAG5|FETUB|SENP1|OPRPN|MIR19B2|SERPINE3,-0.8,100 uM
GO Biological Processes,19,GO:0034032,purine nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.3,2.5,3.2,27994,138,889,11,1.2,0.37,31|3158|5163|9061|23597|51703|53354|54704|54928|80025|197322,ACACA|HMGCS2|PDK1|PAPSS1|ACOT9|ACSL5|PANK1|PDP1|BPNT2|PANK2|ACSF3,-0.8,100 uM
GO Biological Processes,19,GO:0033875,ribonucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.3,2.5,3.2,27994,138,889,11,1.2,0.37,31|3158|5163|9061|23597|51703|53354|54704|54928|80025|197322,ACACA|HMGCS2|PDK1|PAPSS1|ACOT9|ACSL5|PANK1|PDP1|BPNT2|PANK2|ACSF3,-0.8,100 uM
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0008152 metabolic process,-2.3,2.5,3.2,27994,138,889,11,1.2,0.37,37|51|1374|1579|2168|3030|3032|3248|5105|11001|414328,ACADVL|ACOX1|CPT1A|CYP4A11|FABP1|HADHA|HADHB|HPGD|PCK1|SLC27A2|IDNK,-0.8,100 uM
GO Biological Processes,19,GO:0033865,nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.3,2.5,3.2,27994,138,889,11,1.2,0.37,31|3158|5163|9061|23597|51703|53354|54704|54928|80025|197322,ACACA|HMGCS2|PDK1|PAPSS1|ACOT9|ACSL5|PANK1|PDP1|BPNT2|PANK2|ACSF3,-0.8,100 uM
GO Biological Processes,19,GO:0001779,natural killer cell differentiation,19_GO:0002376 immune system process,-2.3,5.7,4,27994,22,889,4,0.45,0.22,3398|6777|10461|11143,ID2|STAT5B|MERTK|KAT7,-0.8,100 uM
Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-2.3,2.6,3.3,27994,119,889,10,1.1,0.35,1759|3912|3915|5058|6334|6709|6711|8828|9252|24137,DNM1|LAMB1|LAMC1|PAK1|SCN8A|SPTAN1|SPTBN1|NRP2|RPS6KA5|KIF4A,-0.8,100 uM
KEGG Pathway,24,hsa05162,Measles,,-2.3,2.4,3.2,27994,158,889,12,1.3,0.39,317|940|1147|3455|3716|3717|3725|5291|6777|7187|8794|27102,APAF1|CD28|CHUK|IFNAR2|JAK1|JAK2|JUN|PIK3CB|STAT5B|TRAF3|TNFRSF10C|EIF2AK1,-0.8,100 uM
GO Biological Processes,19,GO:0046471,phosphatidylglycerol metabolic process,19_GO:0008152 metabolic process,-2.3,4.5,3.8,27994,35,889,5,0.56,0.25,3030|3032|79888|81579|132001,HADHA|HADHB|LPCAT1|PLA2G12A|TAMM41,-0.8,100 uM
GO Biological Processes,19,GO:0045922,negative regulation of fatty acid metabolic process,19_GO:0048519 negative regulation of biological process,-2.3,4.5,3.8,27994,35,889,5,0.56,0.25,37|634|1581|9390|407032,ACADVL|CEACAM1|CYP7A1|SLC22A13|MIR30C2,-0.8,100 uM
GO Biological Processes,19,GO:0042455,ribonucleoside biosynthetic process,19_GO:0008152 metabolic process,-2.3,4.5,3.8,27994,35,889,5,0.56,0.25,132|1503|4507|7372|10201,ADK|CTPS1|MTAP|UMPS|NME6,-0.8,100 uM
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-2.3,2,3,27994,264,889,17,1.9,0.46,940|1108|1147|2885|3725|5291|5305|5519|5700|5705|5708|6009|9365|26523|27161|64121|118788,CD28|CHD4|CHUK|GRB2|JUN|PIK3CB|PIP4K2A|PPP2R1B|PSMC1|PSMC5|PSMD2|RHEB|KL|AGO1|AGO2|RRAGC|PIK3AP1,-0.8,100 uM
Reactome Gene Sets,6,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),,-2.3,3,3.4,27994,83,889,8,0.9,0.32,1147|4775|5532|5579|5700|5705|5708|8945,CHUK|NFATC3|PPP3CB|PRKCB|PSMC1|PSMC5|PSMD2|BTRC,-0.8,100 uM
Canonical Pathways,11,M18,PID INTEGRIN1 PATHWAY,,-2.3,3.3,3.4,27994,66,889,7,0.79,0.3,1285|2335|3912|3915|5329|7057|7422,COL4A3|FN1|LAMB1|LAMC1|PLAUR|THBS1|VEGFA,-0.8,100 uM
GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-2.3,1.9,3,27994,354,889,21,2.4,0.51,3717|3840|6430|6636|6830|9679|9775|9972|10250|10541|10628|10762|23212|23534|26097|29072|54888|55341|57154|60468|91746,JAK2|KPNA4|SRSF5|SNRPF|SUPT6H|FAM53B|EIF4A3|NUP153|SRRM1|ANP32B|TXNIP|NUP50|RRS1|TNPO3|CHTOP|SETD2|NSUN2|LSG1|SMURF1|BACH2|YTHDC1,-0.8,100 uM
KEGG Pathway,24,hsa04961,Endocrine and other factor-regulated calcium reabsorption,,-2.3,3.8,3.6,27994,50,889,6,0.67,0.27,482|1759|5567|5578|5579|9365,ATP1B2|DNM1|PRKACB|PRKCA|PRKCB|KL,-0.8,100 uM
GO Biological Processes,19,GO:0070671,response to interleukin-12,19_GO:0050896 response to stimulus,-2.3,3.8,3.6,27994,50,889,6,0.67,0.27,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.8,100 uM
Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-2.3,2.8,3.3,27994,101,889,9,1,0.34,1147|3710|4775|5532|5700|5705|5708|7321|8945,CHUK|ITPR3|NFATC3|PPP3CB|PSMC1|PSMC5|PSMD2|UBE2D1|BTRC,-0.8,100 uM
GO Biological Processes,19,GO:0001708,cell fate specification,19_GO:0032502 developmental process,-2.3,2.8,3.3,27994,101,889,9,1,0.34,3226|4821|5076|5080|6926|7481|8324|63978|64321,HOXC10|NKX2-2|PAX2|PAX6|TBX3|WNT11|FZD7|PRDM14|SOX17,-0.8,100 uM
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.3,1.6,2.9,27994,593,889,31,3.5,0.62,634|960|1861|2165|2335|3046|3484|3710|3717|3936|5028|5058|5291|5329|5567|5577|5578|5579|5592|7057|7422|8324|10461|11234|11311|23189|23208|51317|55330|83481|389125,CEACAM1|CD44|TOR1A|F13B|FN1|HBE1|IGFBP1|ITPR3|JAK2|LCP1|P2RY1|PAK1|PIK3CB|PLAUR|PRKACB|PRKAR2B|PRKCA|PRKCB|PRKG1|THBS1|VEGFA|FZD7|MERTK|HPS5|VPS45|KANK1|SYT11|PHF21A|BLOC1S4|EPPK1|MUSTN1,-0.79,100 uM
Reactome Gene Sets,6,R-HSA-202403,TCR signaling,,-2.3,2.6,3.2,27994,120,889,10,1.1,0.35,1147|3113|5058|5062|5291|5700|5705|5708|7321|8945,CHUK|HLA-DPA1|PAK1|PAK2|PIK3CB|PSMC1|PSMC5|PSMD2|UBE2D1|BTRC,-0.79,100 uM
Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-2.3,1.9,3,27994,332,889,20,2.2,0.5,864|2780|3012|3710|5519|5532|5578|5579|5592|5700|5705|5708|7481|8324|8342|8945|26523|27161|57154|64321,RUNX3|GNAT2|H2AC8|ITPR3|PPP2R1B|PPP3CB|PRKCA|PRKCB|PRKG1|PSMC1|PSMC5|PSMD2|WNT11|FZD7|H2BC14|BTRC|AGO1|AGO2|SMURF1|SOX17,-0.79,100 uM
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-2.3,1.6,2.8,27994,718,889,36,4,0.66,317|613|634|940|960|1729|1778|1992|2040|3482|3936|3981|4683|5105|5284|5329|5708|5787|6095|6709|6793|6830|8621|8876|9342|9761|10075|10576|11001|23197|23228|23352|23593|56670|79888|84766,APAF1|BCR|CEACAM1|CD28|CD44|DIAPH1|DYNC1H1|SERPINB1|STOM|IGF2R|LCP1|LIG4|NBN|PCK1|PIGR|PLAUR|PSMD2|PTPRB|RORA|SPTAN1|STK10|SUPT6H|CDK13|VNN1|SNAP29|MLEC|HUWE1|CCT2|SLC27A2|FAF2|PLCL2|UBR4|HEBP2|SUCNR1|LPCAT1|CRACR2A,-0.79,100 uM
GO Biological Processes,19,GO:0044257,cellular protein catabolic process,19_GO:0008152 metabolic process,-2.3,1.5,2.8,27994,795,889,39,4.4,0.69,329|1601|1861|2165|5700|5705|5708|7319|7321|8405|8945|9099|9529|9870|10075|10277|10537|11059|11124|23197|23352|23358|25930|27339|29843|51438|51619|55743|55823|56886|57154|57674|64682|79845|116224|123803|137492|256471|284996,BIRC2|DAB2|TOR1A|F13B|PSMC1|PSMC5|PSMD2|UBE2A|UBE2D1|SPOP|BTRC|USP2|BAG5|AREL1|HUWE1|UBE4B|UBD|WWP1|FAF1|FAF2|UBR4|USP24|PTPN23|PRPF19|SENP1|MAGEC2|UBE2D4|CHFR|VPS11|UGGT1|SMURF1|RNF213|ANAPC1|RNF122|FAM122A|NTAN1|VPS37A|MFSD8|RNF149,-0.78,100 uM
KEGG Pathway,24,ko04270,Vascular smooth muscle contraction,,-2.3,2.6,3.2,27994,121,889,10,1.1,0.35,1579|3710|5567|5578|5579|5592|81579|140465|284541|391013,CYP4A11|ITPR3|PRKACB|PRKCA|PRKCB|PRKG1|PLA2G12A|MYL6B|CYP4A22|PLA2G2C,-0.77,100 uM
GO Biological Processes,19,GO:0042255,ribosome assembly,19_GO:0071840 cellular component organization or biogenesis,-2.3,3.3,3.4,27994,67,889,7,0.79,0.3,5822|22907|23212|51065|51081|83939|91695,PWP2|DHX30|RRS1|RPS27L|MRPS7|EIF2A|RRP7BP,-0.77,100 uM
KEGG Pathway,24,hsa00830,Retinol metabolism,,-2.3,3.3,3.4,27994,67,889,7,0.79,0.3,1555|1558|1559|1579|7365|284541|339761,CYP2B6|CYP2C8|CYP2C9|CYP4A11|UGT2B10|CYP4A22|CYP27C1,-0.77,100 uM
Reactome Gene Sets,6,R-HSA-76046,RNA Polymerase III Transcription Initiation,,-2.3,4.4,3.7,27994,36,889,5,0.56,0.25,2975|2976|9328|10623|112495,GTF3C1|GTF3C2|GTF3C5|POLR3C|GTF3C6,-0.77,100 uM
Canonical Pathways,11,M22,PID GMCSF PATHWAY,,-2.3,4.4,3.7,27994,36,889,5,0.56,0.25,2885|3394|3717|5567|6777,GRB2|IRF8|JAK2|PRKACB|STAT5B,-0.77,100 uM
GO Biological Processes,19,GO:0000460,maturation of 5.8S rRNA,19_GO:0071840 cellular component organization or biogenesis,-2.3,4.4,3.7,27994,36,889,5,0.56,0.25,8602|9875|10200|23212|51077,NOP14|URB1|MPHOSPH6|RRS1|FCF1,-0.77,100 uM
GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-2.3,1.9,2.9,27994,357,889,21,2.4,0.51,3717|3840|6430|6636|6830|9679|9775|9972|10250|10541|10628|10762|23212|23534|26097|29072|54888|55341|57154|60468|91746,JAK2|KPNA4|SRSF5|SNRPF|SUPT6H|FAM53B|EIF4A3|NUP153|SRRM1|ANP32B|TXNIP|NUP50|RRS1|TNPO3|CHTOP|SETD2|NSUN2|LSG1|SMURF1|BACH2|YTHDC1,-0.77,100 uM
Reactome Gene Sets,6,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.3,2.2,3.1,27994,202,889,14,1.6,0.42,1523|1778|2590|3482|3831|9342|9570|9648|10466|11311|24137|25839|51594|55605,CUX1|DYNC1H1|GALNT2|IGF2R|KLC1|SNAP29|GOSR2|GCC2|COG5|VPS45|KIF4A|COG4|NBAS|KIF21A,-0.77,100 uM
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-2.3,1.6,2.8,27994,621,889,32,3.6,0.62,338|482|493|634|960|2165|2335|2885|3046|3710|3717|3831|5028|5291|5329|5519|5567|5577|5578|5579|5592|6566|7057|7422|10461|11136|11311|24137|51317|51378|55605|83692,APOB|ATP1B2|ATP2B4|CEACAM1|CD44|F13B|FN1|GRB2|HBE1|ITPR3|JAK2|KLC1|P2RY1|PIK3CB|PLAUR|PPP2R1B|PRKACB|PRKAR2B|PRKCA|PRKCB|PRKG1|SLC16A1|THBS1|VEGFA|MERTK|SLC7A9|VPS45|KIF4A|PHF21A|ANGPT4|KIF21A|CD99L2,-0.77,100 uM
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-2.3,1.6,2.8,27994,696,889,35,3.9,0.65,317|323|1285|1493|1869|3248|3482|3717|3725|3939|5062|5291|5329|5519|7057|7072|7481|8648|8794|9590|10537|10541|10628|11124|27063|29843|51024|51065|51657|56947|79845|90441|90529|112399|406981,APAF1|APBB2|COL4A3|CTLA4|E2F1|HPGD|IGF2R|JAK2|JUN|LDHA|PAK2|PIK3CB|PLAUR|PPP2R1B|THBS1|TIA1|WNT11|NCOA1|TNFRSF10C|AKAP12|UBD|ANP32B|TXNIP|FAF1|ANKRD1|SENP1|FIS1|RPS27L|STYXL1|MFF|RNF122|ZNF622|STPG1|EGLN3|MIR19B2,-0.77,100 uM
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-2.3,1.6,2.8,27994,722,889,36,4,0.66,317|613|634|940|960|1729|1778|1992|2040|3482|3936|3981|4683|5105|5284|5329|5708|5787|6095|6709|6793|6830|8621|8876|9342|9761|10075|10576|11001|23197|23228|23352|23593|56670|79888|84766,APAF1|BCR|CEACAM1|CD28|CD44|DIAPH1|DYNC1H1|SERPINB1|STOM|IGF2R|LCP1|LIG4|NBN|PCK1|PIGR|PLAUR|PSMD2|PTPRB|RORA|SPTAN1|STK10|SUPT6H|CDK13|VNN1|SNAP29|MLEC|HUWE1|CCT2|SLC27A2|FAF2|PLCL2|UBR4|HEBP2|SUCNR1|LPCAT1|CRACR2A,-0.77,100 uM
GO Biological Processes,19,GO:0070584,mitochondrion morphogenesis,19_GO:0032502 developmental process,-2.3,5.5,3.9,27994,23,889,4,0.45,0.22,6832|51024|56947|80025,SUPV3L1|FIS1|MFF|PANK2,-0.77,100 uM
KEGG Pathway,24,ko04964,Proximal tubule bicarbonate reclamation,,-2.3,5.5,3.9,27994,23,889,4,0.45,0.22,482|4190|5105|27165,ATP1B2|MDH1|PCK1|GLS2,-0.77,100 uM
GO Biological Processes,19,GO:0097193,intrinsic apoptotic signaling pathway,19_GO:0023052 signaling,-2.3,2,3,27994,290,889,18,2,0.47,317|960|1655|1869|3717|4683|4841|5163|5329|5423|8876|9529|51024|51065|51657|55486|84334|90441,APAF1|CD44|DDX5|E2F1|JAK2|NBN|NONO|PDK1|PLAUR|POLB|VNN1|BAG5|FIS1|RPS27L|STYXL1|PARL|COA8|ZNF622,-0.77,100 uM
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-2.2,1.6,2.8,27994,648,889,33,3.7,0.63,1374|2040|2335|3382|3710|3717|3936|5019|5058|5066|5532|5578|6566|6653|6830|9590|9648|9919|10075|10541|23208|25930|27063|27159|29072|51024|54888|55486|55763|55823|56947|406981|407032,CPT1A|STOM|FN1|ICA1|ITPR3|JAK2|LCP1|OXCT1|PAK1|PAM|PPP3CB|PRKCA|SLC16A1|SORL1|SUPT6H|AKAP12|GCC2|SEC16A|HUWE1|ANP32B|SYT11|PTPN23|ANKRD1|CHIA|SETD2|FIS1|NSUN2|PARL|EXOC1|VPS11|MFF|MIR19B2|MIR30C2,-0.76,100 uM
