_MEMBER_0.1 uM,_MEMBER_10 uM,_MEMBER_100 uM,_LogP_0.1 uM,_LogP_10 uM,_LogP_100 uM,GO,_PATTERN_,_RANK_,GiniIndex,#GeneInGO,#GeneInGOAndHitList,#GeneInHitList,#TotalGeneInLibrary,%InGO,Category,CategoryID,Description,Enrichment,GeneID,Hits,Log(q-value),LogP,PARENT_GO,STDV %InGO,Z-score,EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,0,0,-2.598878028940711,0.0,0.0,GO:0006412,M100,1,0,739,24,483,27994,4.968944099378882,GO Biological Processes,19,translation,1.8822817471990856,327|2872|6143|6160|6227|6256|9475|10128|11222|27161|29093|29118|54464|54517|56919|57176|79072|79731|84881|116496|406893|406990|574473|574476,APEH|MKNK2|RPL19|RPL31|RPS21|RXRA|ROCK2|LRPPRC|MRPL3|AGO2|MRPL22|DDX25|XRN1|PUS7|DHX33|VARS2|FASTKD3|NARS2|RPUSD4|NIBAN1|MIR101-1|MIR208A|MIR520B|MIR520C,-0.9036804321770057,-2.598878028940711,19_GO:0008152 metabolic process,0.9887608620852597,3.220709242496723,0,129,1,1,-2.598878028940711,1.9021159580165792,
1,0,0,-2.4177459962957024,0.0,0.0,GO:0043043,M100,1,0,764,24,483,27994,4.968944099378882,GO Biological Processes,19,peptide biosynthetic process,1.8206887580891677,327|2872|6143|6160|6227|6256|9475|10128|11222|27161|29093|29118|54464|54517|56919|57176|79072|79731|84881|116496|406893|406990|574473|574476,APEH|MKNK2|RPL19|RPL31|RPS21|RXRA|ROCK2|LRPPRC|MRPL3|AGO2|MRPL22|DDX25|XRN1|PUS7|DHX33|VARS2|FASTKD3|NARS2|RPUSD4|NIBAN1|MIR101-1|MIR208A|MIR520B|MIR520C,-0.8331878516110327,-2.4177459962957024,19_GO:0008152 metabolic process,0.9887608620852597,3.0475191411673332,0,129,0,0,-2.598878028940711,1.9021159580165792,
1,0,0,-2.037757968393843,0.0,0.0,GO:0034248,M100,1,0,518,17,483,27994,3.5196687370600412,GO Biological Processes,19,regulation of cellular amide metabolic process,1.9021159580165792,2872|6256|7157|8439|9475|10128|27161|29118|54464|54517|79072|84881|116496|406893|406990|574473|574476,MKNK2|RXRA|TP53|NSMAF|ROCK2|LRPPRC|AGO2|DDX25|XRN1|PUS7|FASTKD3|RPUSD4|NIBAN1|MIR101-1|MIR208A|MIR520B|MIR520C,-0.6715061906162039,-2.037757968393843,19_GO:0050789 regulation of biological process,0.8384877515489733,2.745968749142586,0,129,0,0,-2.598878028940711,1.9021159580165792,
0,0,1,0.0,0.0,-2.5980524900247626,GO:0071396,M001,1,0,590,32,889,27994,3.5995500562429696,GO Biological Processes,19,cellular response to lipid,1.7078949877028085,31|338|613|1244|1374|1581|1601|1655|1789|1869|3184|3394|3627|3717|5058|5076|5105|5142|5144|5244|5578|6095|7181|7431|7481|8289|8324|22850|27063|51024|51341|57795,ACACA|APOB|BCR|ABCC2|CPT1A|CYP7A1|DAB2|DDX5|DNMT3B|E2F1|HNRNPD|IRF8|CXCL10|JAK2|PAK1|PAX2|PCK1|PDE4B|PDE4D|ABCB4|PRKCA|RORA|NR2C1|VIM|WNT11|ARID1A|FZD7|ADNP2|ANKRD1|FIS1|ZBTB7A|BRINP2,-0.9036804321770057,-2.5980524900247626,19_GO:0050896 response to stimulus,0.6247593417585856,3.14730448359306,0,130,1,1,-2.5980524900247626,2.0992875890513685,
0,0,1,0.0,0.0,-2.4106510744333094,GO:0001101,M001,1,0,347,21,889,27994,2.3622047244094486,GO Biological Processes,19,response to acid chemical,1.9056933445278992,31|338|493|1147|1244|1374|1571|1869|3184|3482|5076|5105|5244|7422|7481|8324|8648|22850|51024|57795|64121,ACACA|APOB|ATP2B4|CHUK|ABCC2|CPT1A|CYP2E1|E2F1|HNRNPD|IGF2R|PAX2|PCK1|ABCB4|VEGFA|WNT11|FZD7|NCOA1|ADNP2|FIS1|BRINP2|RRAGC,-0.8285720574622546,-2.4106510744333094,19_GO:0050896 response to stimulus,0.5093506544414077,3.07448801372098,0,130,0,0,-2.5980524900247626,2.0992875890513685,
0,0,1,0.0,0.0,-2.1262112678851213,GO:0071229,M001,1,0,210,14,889,27994,1.5748031496062993,GO Biological Processes,19,cellular response to acid chemical,2.0992875890513685,31|338|1374|1869|3184|5076|5105|5244|7422|7481|8324|22850|57795|64121,ACACA|APOB|CPT1A|E2F1|HNRNPD|PAX2|PCK1|ABCB4|VEGFA|WNT11|FZD7|ADNP2|BRINP2|RRAGC,-0.7112923846825706,-2.1262112678851213,19_GO:0050896 response to stimulus,0.41755664832017453,2.8958394738348114,0,130,0,0,-2.5980524900247626,2.0992875890513685,
0,0,1,0.0,0.0,-2.594797146727009,R-HSA-6811438,M001,1,0,44,6,889,27994,0.6749156355455568,Reactome Gene Sets,6,Intra-Golgi traffic,4.293997341241435,1523|9342|9570|10466|11311|25839,CUX1|SNAP29|GOSR2|COG5|VPS45|COG4,-0.9036804321770057,-2.594797146727009,,0.27460177207682,3.960131188518695,0,131,1,1,-2.594797146727009,4.293997341241435,
0,0,1,0.0,0.0,-2.38719593599137,R-HSA-199991,M001,1,0,634,33,889,27994,3.7120359955005626,Reactome Gene Sets,6,Membrane Trafficking,1.6390336854580878,338|1523|1601|1759|1778|1861|2590|2885|3482|3831|6643|6709|6711|9342|9570|9648|9919|10109|10466|10717|11311|23163|23208|23216|24137|25839|51594|55330|55605|55763|81846|85021|137492,APOB|CUX1|DAB2|DNM1|DYNC1H1|TOR1A|GALNT2|GRB2|IGF2R|KLC1|SNX2|SPTAN1|SPTBN1|SNAP29|GOSR2|GCC2|SEC16A|ARPC2|COG5|AP4B1|VPS45|GGA3|SYT11|TBC1D1|KIF4A|COG4|NBAS|BLOC1S4|KIF21A|EXOC1|SBF2|REPS1|VPS37A,-0.8205372778878091,-2.38719593599137,,0.6340758474625832,2.947550339852708,0,131,0,0,-2.594797146727009,4.293997341241435,
0,0,1,0.0,0.0,-2.2704450902338364,R-HSA-6811442,M001,1,0,202,14,889,27994,1.5748031496062993,Reactome Gene Sets,6,Intra-Golgi and retrograde Golgi-to-ER traffic,2.1824276915880563,1523|1778|2590|3482|3831|9342|9570|9648|10466|11311|24137|25839|51594|55605,CUX1|DYNC1H1|GALNT2|IGF2R|KLC1|SNAP29|GOSR2|GCC2|COG5|VPS45|KIF4A|COG4|NBAS|KIF21A,-0.774225117124911,-2.2704450902338364,,0.41755664832017453,3.0545080424016295,0,131,0,0,-2.594797146727009,4.293997341241435,
0,0,1,0.0,0.0,-2.246930042093344,R-HSA-5653656,M001,1,0,673,34,889,27994,3.824521934758155,Reactome Gene Sets,6,Vesicle-mediated transport,1.5908420065619582,338|1523|1601|1759|1778|1861|2590|2885|3482|3831|6643|6709|6711|8542|9342|9570|9648|9919|10109|10466|10717|11311|23163|23208|23216|24137|25839|51594|55330|55605|55763|81846|85021|137492,APOB|CUX1|DAB2|DNM1|DYNC1H1|TOR1A|GALNT2|GRB2|IGF2R|KLC1|SNX2|SPTAN1|SPTBN1|APOL1|SNAP29|GOSR2|GCC2|SEC16A|ARPC2|COG5|AP4B1|VPS45|GGA3|SYT11|TBC1D1|KIF4A|COG4|NBAS|BLOC1S4|KIF21A|EXOC1|SBF2|REPS1|VPS37A,-0.7638512908789539,-2.246930042093344,,0.6432353066100357,2.809839397694719,0,131,0,0,-2.594797146727009,4.293997341241435,
0,1,0,0.0,-2.5756071923689774,0.0,M00095,M010,1,0,10,3,829,27994,0.3618817852834741,KEGG Pathway,24,"C5 isoprenoid biosynthesis, mevalonate pathway",10.130518697225574,3157|3158|3422,HMGCS1|HMGCS2|IDI1,-0.8985779085482515,-2.5756071923689774,,0.20855415909549324,5.044727206481047,0,132,1,1,-2.5756071923689774,10.130518697225574,
0,1,0,0.0,-2.5756071923689774,0.0,hsa_M00095,M010,1,0,10,3,829,27994,0.3618817852834741,KEGG Pathway,24,"C5 isoprenoid biosynthesis, mevalonate pathway",10.130518697225574,3157|3158|3422,HMGCS1|HMGCS2|IDI1,-0.8985779085482515,-2.5756071923689774,,0.20855415909549324,5.044727206481047,0,132,0,0,-2.5756071923689774,10.130518697225574,
0,1,0,0.0,-2.5756071923689774,0.0,ko00072,M010,1,0,10,3,829,27994,0.3618817852834741,KEGG Pathway,24,Synthesis and degradation of ketone bodies,10.130518697225574,3157|3158|56898,HMGCS1|HMGCS2|BDH2,-0.8985779085482515,-2.5756071923689774,,0.20855415909549324,5.044727206481047,0,132,0,0,-2.5756071923689774,10.130518697225574,
0,1,0,0.0,-2.3315834190878384,0.0,hsa00072,M010,1,0,12,3,829,27994,0.3618817852834741,KEGG Pathway,24,Synthesis and degradation of ketone bodies,8.442098914354645,3157|3158|56898,HMGCS1|HMGCS2|BDH2,-0.8048954830956453,-2.3315834190878384,,0.20855415909549324,4.504471231504519,0,132,0,0,-2.5756071923689774,10.130518697225574,
0,1,0,0.0,-2.051649800021439,0.0,ko00650,M010,1,0,28,4,829,27994,0.4825090470446321,KEGG Pathway,24,Butanoate metabolism,4.824056522488369,3157|3158|56898|142827,HMGCS1|HMGCS2|BDH2|ACSM6,-0.6743435699421148,-2.051649800021439,,0.24067178227631306,3.5365945597929302,0,132,0,0,-2.5756071923689774,10.130518697225574,
0,0,1,0.0,0.0,-2.5727351999739194,GO:1902001,M001,1,0,19,4,889,27994,0.4499437570303712,GO Biological Processes,19,fatty acid transmembrane transport,6.62932922858327,31|1374|7057|51703,ACACA|CPT1A|THBS1|ACSL5,-0.8985779085482515,-2.5727351999739194,19_GO:0051179 localization,0.22446518445181193,4.445281811238845,0,133,1,1,-2.5727351999739194,6.62932922858327,
0,0,1,0.0,0.0,-2.2222731425681617,R-HSA-75105,M001,1,0,37,5,889,27994,0.562429696287964,Reactome Gene Sets,6,Fatty acyl-CoA biosynthesis,4.255312680509531,31|22880|51703|197322|253017,ACACA|MORC2|ACSL5|ACSF3|TECRL,-0.7545397887079828,-2.2222731425681617,,0.2508178802888402,3.5883862632737595,0,133,0,0,-2.5727351999739194,6.62932922858327,
1,0,0,-2.569614562678165,0.0,0.0,GO:2000036,M100,1,0,34,4,483,27994,0.8281573498964804,GO Biological Processes,19,regulation of stem cell population maintenance,6.818657897941786,2648|4609|6608|23091,KAT2A|MYC|SMO|ZC3H13,-0.8973014119508673,-2.569614562678165,19_GO:0032502 developmental process,0.4123604987615104,4.498200381182407,0,134,1,1,-2.569614562678165,6.818657897941786,
1,0,0,-2.052840216785879,0.0,0.0,M139,M100,1,0,25,6,1961,27994,0.3059663437021928,Canonical Pathways,11,PID MYC PATHWAY,3.426088730239674,2648|4609|5062|5371|5525|8464,KAT2A|MYC|PAK2|PML|PPP2R5A|SUPT3H,-0.5031290003907843,-2.1852871545942065,,0.12471899872067285,3.3307315051053306,0,134,0,0,-2.569614562678165,6.818657897941786,
1,0,0,-2.458780188399648,0.0,0.0,GO:0043900,M100,1,0,429,46,1961,27994,2.3457419683834777,GO Biological Processes,19,regulation of multi-organism process,1.5306923231451532,325|329|330|383|397|940|1401|1655|2040|2963|3479|3482|3576|3725|3965|4851|5028|5091|5371|5440|5495|5578|5629|6690|6790|7076|7113|7187|7342|7422|10018|22880|23208|23272|23367|23643|25942|27161|29110|55196|55231|55254|55726|63901|85360|407032,APCS|BIRC2|BIRC3|ARG1|ARHGDIB|CD28|CRP|DDX5|STOM|GTF2F2|IGF1|IGF2R|CXCL8|JUN|LGALS9|NOTCH1|P2RY1|PC|PML|POLR2K|PPM1B|PRKCA|PROX1|SPINK1|AURKA|TIMP1|TMPRSS2|TRAF3|UBP1|VEGFA|BCL2L11|MORC2|SYT11|TASOR|LARP1|LY96|SIN3A|AGO2|TBK1|RESF1|CCDC87|TMEM39A|INTS13|FAM111A|SYDE1|MIR30C2,-0.7610810286599587,-2.5645107510621643,19_GO:0051704 multi-organism process,0.3417802117358061,3.040141954027982,0,135,1,1,-2.5645107510621643,1.5306923231451532,
0,1,0,0.0,-2.5622661232107076,0.0,GO:0043242,M010,1,0,81,8,829,27994,0.9650180940892642,GO Biological Processes,19,negative regulation of protein complex disassembly,3.3351501883870203,830|5756|5962|23075|23122|26586|55254|57466,CAPZA2|TWF1|RDX|SWAP70|CLASP2|CKAP2|TMEM39A|SCAF4,-0.893652900907175,-2.5622661232107076,19_GO:0048519 negative regulation of biological process,0.33953517770073355,3.6766408005653157,0,136,1,1,-2.5622661232107076,3.3351501883870203,
0,1,0,0.0,-2.5552855013619933,0.0,GO:0030705,M010,1,0,201,14,829,27994,1.6887816646562124,GO Biological Processes,19,cytoskeleton-dependent intracellular transport,2.3520275582281593,667|3192|4430|6103|9321|9493|10125|23224|54874|55704|57584|84376|117178|118426,DST|HNRNPU|MYO1B|RPGR|TRIP11|KIF23|RASGRP1|SYNE2|FNBP1L|CCDC88A|ARHGAP21|HOOK3|SSX2IP|BORCS5,-0.8932484253826707,-2.5552855013619933,19_GO:0051179 localization,0.4475185340350453,3.3605703515939243,0,137,1,1,-2.5552855013619933,2.3520275582281593,
0,1,0,0.0,-2.5537618361417924,0.0,GO:0030166,M010,1,0,64,7,829,27994,0.8443908323281062,GO Biological Processes,19,proteoglycan biosynthetic process,3.6934182750301567,633|659|3479|63827|79690|83539|92126,BGN|BMPR2|IGF1|BCAN|GAL3ST4|CHST9|DSEL,-0.8932484253826707,-2.5537618361417924,19_GO:0008152 metabolic process,0.31779944392053505,3.7683866303813778,0,138,1,1,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.446920864530895,0.0,R-HSA-2022923,M010,1,0,11,3,829,27994,0.3618817852834741,Reactome Gene Sets,6,Dermatan sulfate biosynthesis,9.209562452023249,633|63827|92126,BGN|BCAN|DSEL,-0.8449586982921857,-2.446920864530895,,0.20855415909549324,4.757363651089684,0,138,0,0,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.3315834190878384,0.0,GO:0030208,M010,1,0,12,3,829,27994,0.3618817852834741,GO Biological Processes,19,dermatan sulfate biosynthetic process,8.442098914354645,633|63827|92126,BGN|BCAN|DSEL,-0.8048954830956453,-2.3315834190878384,19_GO:0008152 metabolic process,0.20855415909549324,4.504471231504519,0,138,0,0,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.2272262035611674,0.0,GO:0030205,M010,1,0,13,3,829,27994,0.3618817852834741,GO Biological Processes,19,dermatan sulfate metabolic process,7.792706690173518,633|63827|92126,BGN|BCAN|DSEL,-0.7571888947914243,-2.2272262035611674,19_GO:0008152 metabolic process,0.20855415909549324,4.279372142220395,0,138,0,0,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.044707349170083,0.0,GO:0050651,M010,1,0,15,3,829,27994,0.3618817852834741,GO Biological Processes,19,dermatan sulfate proteoglycan biosynthetic process,6.753679131483716,633|63827|92126,BGN|BCAN|DSEL,-0.6743435699421148,-2.044707349170083,19_GO:0008152 metabolic process,0.20855415909549324,3.8937880393468562,0,138,0,0,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.034683562430115,0.0,GO:0006027,M010,1,0,61,6,829,27994,0.7237635705669482,GO Biological Processes,19,glycosaminoglycan catabolic process,3.321481540073959,633|2799|10894|23670|57214|63827,BGN|GNS|LYVE1|CEMIP2|CEMIP|BCAN,-0.6693937675700143,-2.034683562430115,19_GO:0008152 metabolic process,0.2944040275270424,3.1707974049426406,0,138,0,0,-2.5537618361417924,9.209562452023249,
0,1,0,0.0,-2.542931356795399,0.0,GO:0000226,M010,1,0,612,31,829,27994,3.7394451145958985,GO Biological Processes,19,microtubule cytoskeleton organization,1.7104906297058429,667|1739|3192|4659|4869|6566|6790|8850|9126|9475|9493|9648|9748|10274|10464|10671|10735|11116|23122|23224|26586|55704|55755|81930|84376|85458|112714|117178|137886|348235|653464,DST|DLG1|HNRNPU|PPP1R12A|NPM1|SLC16A1|AURKA|KAT2B|SMC3|ROCK2|KIF23|GCC2|SLK|STAG1|PIBF1|DCTN6|STAG2|CEP43|CLASP2|SYNE2|CKAP2|CCDC88A|CDK5RAP2|KIF18A|HOOK3|DIXDC1|TUBA3E|SSX2IP|UBXN2B|SKA2|SRGAP2C,-0.8842051686486476,-2.542931356795399,19_GO:0071840 cellular component organization or biogenesis,0.6589470176945077,3.104549689536334,0,139,1,1,-2.542931356795399,1.7104906297058429,
0,1,0,0.0,-2.512838756931234,0.0,GO:0032148,M010,1,0,34,5,829,27994,0.6031363088057901,GO Biological Processes,19,activation of protein kinase B activity,4.965940537855673,3479|4504|55704|114882|253260,IGF1|MT3|CCDC88A|OSBPL8|RICTOR,-0.8664213334370943,-2.512838756931234,19_GO:0048518 positive regulation of biological process,0.26891610494742685,4.042166570968008,0,140,1,1,-2.512838756931234,4.965940537855673,
0,0,1,0.0,0.0,-2.5028799489138156,GO:1905952,M001,1,0,170,13,889,27994,1.4623172103487063,GO Biological Processes,19,regulation of lipid localization,2.408006352147158,123|337|338|1401|1579|1588|5244|7057|51703|55252|158219|406981|407032,PLIN2|APOA4|APOB|CRP|CYP4A11|CYP19A1|ABCB4|THBS1|ACSL5|ASXL2|TTC39B|MIR19B2|MIR30C2,-0.8624885118363494,-2.5028799489138156,19_GO:0051179 localization,0.4025975130237401,3.334803043768065,0,141,1,1,-2.5028799489138156,2.408006352147158,
0,0,1,0.0,0.0,-2.4894130757576574,CORUM:5194,M001,1,0,10,3,889,27994,0.3374578177727784,CORUM,33,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",9.446794150731158,1147|9099|9919,CHUK|USP2|SEC16A,-0.85877659785306,-2.4894130757576574,,0.194502347294131,4.838245609612387,0,142,1,1,-2.4894130757576574,9.446794150731158,
0,0,1,0.0,0.0,-2.4894130757576574,GO:0010749,M001,1,0,10,3,889,27994,0.3374578177727784,GO Biological Processes,19,regulation of nitric oxide mediated signal transduction,9.446794150731158,493|7057|7422,ATP2B4|THBS1|VEGFA,-0.85877659785306,-2.4894130757576574,19_GO:0023052 signaling,0.194502347294131,4.838245609612387,0,143,1,1,-2.4894130757576574,9.446794150731158,
0,0,1,0.0,0.0,-2.245261495566096,GO:0022411,M001,1,0,574,58,1961,27994,2.9576746557878635,GO Biological Processes,19,cellular component disassembly,1.4424589601764015,317|327|830|960|1520|1659|1939|3146|3818|3831|3915|3936|4609|5578|5579|5756|5962|6455|6709|6711|7076|7157|8289|9181|9342|9617|10075|10193|11004|11034|11222|22943|23075|23107|23122|26586|27443|29093|51024|51081|51506|54832|55037|55102|55254|55486|56270|57154|57231|57466|57701|65991|81631|81930|91574|92399|256471|440387,APAF1|APEH|CAPZA2|CD44|CTSS|DHX8|EIF2D|HMGB1|KLKB1|KLC1|LAMC1|LCP1|MYC|PRKCA|PRKCB|TWF1|RDX|SH3GL1|SPTAN1|SPTBN1|TIMP1|TP53|ARID1A|ARHGEF2|SNAP29|MTRF1|HUWE1|RNF41|KIF2C|DSTN|MRPL3|DKK1|SWAP70|MRPS27|CLASP2|CKAP2|CECR2|MRPL22|FIS1|MRPS7|UFC1|VPS13C|PTCD3|ATG2B|TMEM39A|PARL|WDR45B|SMURF1|SNX14|SCAF4|NCKAP5L|FUNDC2|MAP1LC3B|KIF18A|C12orf65|MRRF|MFSD8|CTRB2,-0.7088196639781528,-2.4868730892725432,19_GO:0071840 cellular component organization or biogenesis,0.38257536425744165,2.9396567650729244,0,144,1,1,-2.4868730892725432,1.4424589601764015,
1,0,0,-2.466565555233957,0.0,0.0,GO:0008015,M100,1,0,548,19,483,27994,3.9337474120082816,GO Biological Processes,19,blood circulation,2.00951323087153,94|1579|2946|3357|3708|3709|3717|3753|4092|6323|6446|6863|9353|9475|10371|10539|23327|89797|406990,ACVRL1|CYP4A11|GSTM2|HTR2B|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|SGK1|TAC1|SLIT2|ROCK2|SEMA3A|GLRX3|NEDD4L|NAV2|MIR208A,-0.8462388638703431,-2.466565555233957,19_GO:0032501 multicellular organismal process,0.8845351477102978,3.1623349217798142,0,145,1,1,-2.466565555233957,2.6107473933560894,
1,0,0,-2.376104028079526,0.0,0.0,GO:0007204,M100,1,0,322,13,483,27994,2.691511387163561,GO Biological Processes,19,positive regulation of cytosolic calcium ion concentration,2.339943160629091,728|1742|2151|2906|2946|3357|3577|3708|3709|3717|5371|6863|57214,C5AR1|DLG4|F2RL2|GRIN2D|GSTM2|HTR2B|CXCR1|ITPR1|ITPR2|JAK2|PML|TAC1|CEMIP,-0.8164716917834421,-2.376104028079526,19_GO:0065007 biological regulation,0.7363764806545143,3.2043440249608133,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.3760947305855407,0.0,0.0,GO:0060047,M100,1,0,285,12,483,27994,2.484472049689441,GO Biological Processes,19,heart contraction,2.440361774000218,2946|3708|3709|3717|3753|4092|6323|6863|10371|10539|23327|406990,GSTM2|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|TAC1|SEMA3A|GLRX3|NEDD4L|MIR208A,-0.8164716917834421,-2.3760947305855407,19_GO:0032501 multicellular organismal process,0.7082398846211867,3.238386569755714,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.374468098377783,0.0,0.0,GO:0003013,M100,1,0,559,19,483,27994,3.9337474120082816,GO Biological Processes,19,circulatory system process,1.9699700367041117,94|1579|2946|3357|3708|3709|3717|3753|4092|6323|6446|6863|9353|9475|10371|10539|23327|89797|406990,ACVRL1|CYP4A11|GSTM2|HTR2B|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|SGK1|TAC1|SLIT2|ROCK2|SEMA3A|GLRX3|NEDD4L|NAV2|MIR208A,-0.8164716917834421,-2.374468098377783,19_GO:0032501 multicellular organismal process,0.8845351477102978,3.0694236806779,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.2640197939448456,0.0,0.0,GO:0019722,M100,1,0,222,10,483,27994,2.070393374741201,GO Biological Processes,19,calcium-mediated signaling,2.6107473933560894,1827|2906|2946|3357|3576|3577|3708|6014|6364|375346,RCAN1|GRIN2D|GSTM2|HTR2B|CXCL8|CXCR1|ITPR1|RIT2|CCL20|STIMATE,-0.7720706863845408,-2.2640197939448456,19_GO:0023052 signaling,0.6479028260024191,3.1926068795698717,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.259055807337983,0.0,0.0,GO:0003015,M100,1,0,295,12,483,27994,2.484472049689441,GO Biological Processes,19,heart process,2.357637646068007,2946|3708|3709|3717|3753|4092|6323|6863|10371|10539|23327|406990,GSTM2|ITPR1|ITPR2|JAK2|KCNE1|SMAD7|SCN1A|TAC1|SEMA3A|GLRX3|NEDD4L|MIR208A,-0.7680927801048005,-2.259055807337983,19_GO:0032501 multicellular organismal process,0.7082398846211867,3.1060463623135437,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.161904457004489,0.0,0.0,GO:0006875,M100,1,0,586,19,483,27994,3.9337474120082816,GO Biological Processes,19,cellular metal ion homeostasis,1.8792034991767892,212|728|1742|2151|2906|2946|3357|3577|3708|3709|3717|4609|5371|6863|9914|10539|23327|54822|57214,ALAS2|C5AR1|DLG4|F2RL2|GRIN2D|GSTM2|HTR2B|CXCR1|ITPR1|ITPR2|JAK2|MYC|PML|TAC1|ATP2C2|GLRX3|NEDD4L|TRPM7|CEMIP,-0.7196353146958038,-2.161904457004489,19_GO:0065007 biological regulation,0.8845351477102978,2.8499985699276724,0,145,0,0,-2.466565555233957,2.6107473933560894,
1,0,0,-2.0059677932957762,0.0,0.0,GO:0051480,M100,1,0,358,13,483,27994,2.691511387163561,GO Biological Processes,19,regulation of cytosolic calcium ion concentration,2.104641613750188,728|1742|2151|2906|2946|3357|3577|3708|3709|3717|5371|6863|57214,C5AR1|DLG4|F2RL2|GRIN2D|GSTM2|HTR2B|CXCR1|ITPR1|ITPR2|JAK2|PML|TAC1|CEMIP,-0.652289598277503,-2.0059677932957762,19_GO:0065007 biological regulation,0.7363764806545143,2.7872146762476673,0,145,0,0,-2.466565555233957,2.6107473933560894,
0,0,1,0.0,0.0,-2.447494580289408,GO:0035722,M001,1,0,47,6,889,27994,0.6749156355455568,GO Biological Processes,19,interleukin-12-mediated signaling pathway,4.01991240456645,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.8449586982921857,-2.447494580289408,19_GO:0023052 signaling,0.27460177207682,3.7525507487694716,0,146,1,1,-2.447494580289408,4.01991240456645,
0,0,1,0.0,0.0,-2.447494580289408,R-HSA-9020591,M001,1,0,47,6,889,27994,0.6749156355455568,Reactome Gene Sets,6,Interleukin-12 signaling,4.01991240456645,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.8449586982921857,-2.447494580289408,,0.27460177207682,3.7525507487694716,0,146,0,0,-2.447494580289408,4.01991240456645,
0,0,1,0.0,0.0,-2.4336325542152344,R-HSA-449147,M001,1,0,461,26,889,27994,2.9246344206974126,Reactome Gene Sets,6,Signaling by Interleukins,1.7759699777224158,1147|1441|2335|2885|3597|3627|3716|3717|3725|3936|4507|5062|5291|5519|5700|5705|5708|6095|6777|6888|7422|7431|8945|9252|25930|50616,CHUK|CSF3R|FN1|GRB2|IL13RA1|CXCL10|JAK1|JAK2|JUN|LCP1|MTAP|PAK2|PIK3CB|PPP2R1B|PSMC1|PSMC5|PSMD2|RORA|STAT5B|TALDO1|VEGFA|VIM|BTRC|RPS6KA5|PTPN23|IL22,-0.8417257405648678,-2.4336325542152344,,0.565118377133825,3.0424224060282428,0,146,0,0,-2.447494580289408,4.01991240456645,
0,0,1,0.0,0.0,-2.355972042907451,GO:0071349,M001,1,0,49,6,889,27994,0.6749156355455568,GO Biological Processes,19,cellular response to interleukin-12,3.855834347237207,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.8125937061714463,-2.355972042907451,19_GO:0050896 response to stimulus,0.27460177207682,3.6235135722959595,0,146,0,0,-2.447494580289408,4.01991240456645,
0,0,1,0.0,0.0,-2.3120407731594232,GO:0070671,M001,1,0,50,6,889,27994,0.6749156355455568,GO Biological Processes,19,response to interleukin-12,3.7787176602924633,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.7953159662097875,-2.3120407731594232,19_GO:0050896 response to stimulus,0.27460177207682,3.5615253006385332,0,146,0,0,-2.447494580289408,4.01991240456645,
0,0,1,0.0,0.0,-2.0342834078528553,R-HSA-447115,M001,1,0,57,6,889,27994,0.6749156355455568,Reactome Gene Sets,6,Interleukin-12 family signaling,3.3146646142916345,3716|3717|3936|4507|5062|6888,JAK1|JAK2|LCP1|MTAP|PAK2|TALDO1,-0.6693937675700143,-2.0342834078528553,,0.27460177207682,3.1680097757682,0,146,0,0,-2.447494580289408,4.01991240456645,
1,0,0,-2.4337054116349877,0.0,0.0,CORUM:929,M100,1,0,37,4,483,27994,0.8281573498964804,CORUM,33,CEN complex,6.265793744054614,2491|8467|9589|23091,CENPI|SMARCA5|WTAP|ZC3H13,-0.8417257405648678,-2.4337054116349877,,0.4123604987615104,4.246826532837215,0,147,1,1,-2.4337054116349877,7.244824016563147,
1,0,0,-2.102838667857556,0.0,0.0,GO:0016556,M100,1,0,24,3,483,27994,0.6211180124223602,GO Biological Processes,19,mRNA modification,7.244824016563147,9589|23091|54517,WTAP|ZC3H13|PUS7,-0.6980949511305737,-2.102838667857556,19_GO:0008152 metabolic process,0.3574872441422075,4.055315903838453,0,147,0,0,-2.4337054116349877,7.244824016563147,
